Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Cryptosporidiosis, Cum 2013","Cryptosporidiosis, Cum 2013, flag","Dengue Fever†, Current week","Dengue Fever†, Current week, flag","Dengue Fever†, Previous 52 weeks Med","Dengue Fever†, Previous 52 weeks Med, flag","Dengue Fever†, Previous 52 weeks Max","Dengue Fever†, Previous 52 weeks Max, flag","Dengue Fever†, Cum 2014","Dengue Fever†, Cum 2014, flag","Dengue Fever†, Cum 2013","Dengue Fever†, Cum 2013, flag","Dengue Hemorrhagic Fever§, Current week","Dengue Hemorrhagic Fever§, Current week, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Med","Dengue Hemorrhagic Fever§, Previous 52 weeks Med, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Max","Dengue Hemorrhagic Fever§, Previous 52 weeks Max, flag","Dengue Hemorrhagic Fever§, Cum 2014","Dengue Hemorrhagic Fever§, Cum 2014, flag","Dengue Hemorrhagic Fever§, Cum 2013","Dengue Hemorrhagic Fever§, Cum 2013, flag",Location 1,Location 1 (city),Location 2,Location 1 (state)
E.S. CENTRAL,2014,47,3,,6,,17,,324,,331,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,,,,E.S. CENTRAL
W.S. CENTRAL,2014,47,17,,12,,46,,649,,826,,,-,0,,3,,21,,103,,,-,0,,0,,,-,,-,,,,W.S. CENTRAL
AMER. SAMOA,2014,47,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,AMER. SAMOA
C.N.M.I.,2014,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,C.N.M.I.
MICHIGAN,2014,47,1,,4,,13,,214,,252,,,-,0,,1,,,-,16,,,-,0,,0,,,-,,-,POINT (-84.71438724399968 44.66132176400049),,,MICHIGAN
KANSAS,2014,47,,-,1,,4,,60,,94,,,-,0,,1,,1,,7,,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.3477418760005),,,KANSAS
NEW ENGLAND,2014,47,1,,5,,15,,272,,259,,,-,0,,3,,20,,33,,,-,0,,0,,,-,,-,POINT (-105.40101878999968 53.0500595200005),,,NEW ENGLAND
ARIZONA,2014,47,,-,1,,5,,39,,38,,,-,0,,10,,24,,1,,,-,0,,0,,,-,,-,POINT (-111.76380949799972 34.865970167000455),,,ARIZONA
NEVADA,2014,47,,-,0,,2,,14,,20,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.493242807000456),,,NEVADA
RHODE ISLAND,2014,47,,-,0,,4,,15,,8,,,-,0,,1,,4,,9,,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.708284362000484),,,RHODE ISLAND
WYOMING,2014,47,,-,0,,4,,21,,165,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.235543013000495),,,WYOMING
NEW YORK,2014,47,2,,4,,14,,223,,230,,,-,0,,4,,21,,49,,,-,0,,0,,,-,1,,POINT (-75.54396639699968 42.82700178100049),,,NEW YORK
MOUNTAIN,2014,47,2,,8,,20,,403,,706,,,-,0,,10,,29,,10,,,-,0,,0,,,-,,-,POINT (-109.75101789499968 47.00024835200048),,,MOUNTAIN
IOWA,2014,47,,-,4,,13,,234,,1486,,,-,0,,1,,3,,,-,,-,0,,0,,,-,2,,POINT (-93.81648936699969 42.469401477000474),,,IOWA
ALABAMA,2014,47,2,,2,,8,,114,,135,,,-,0,,1,,3,,5,,,-,0,,0,,,-,,-,POINT (-86.63185803899967 32.84057034900047),,,ALABAMA
GUAM,2014,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (144.73149801400064 13.480998894000436),,,GUAM
NEW MEXICO,2014,47,,-,1,,7,,72,,44,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.24057768899968 34.520884020000494),,,NEW MEXICO
PENNSYLVANIA,2014,47,9,,6,,15,,317,,413,,,-,0,,1,,5,,23,,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373260300048),,,PENNSYLVANIA
PUERTO RICO,2014,47,,N,0,,0,,,N,,N,,-,8,,90,,440,,9311,,,-,0,,2,,2,,148,,POINT (-66.49988980099965 18.24828934900046),,,PUERTO RICO
NEBRASKA,2014,47,,-,2,,9,,98,,143,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.641041981000456),,,NEBRASKA
ARKANSAS,2014,47,12,,1,,6,,52,,50,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.74865329300047),,,ARKANSAS
COLORADO,2014,47,1,,1,,5,,53,,90,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.13360888799969 38.84384201300048),,,COLORADO
FLORIDA,2014,47,17,,11,,123,,1773,,379,,,-,1,,5,,45,,138,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.93204444200046),,,FLORIDA
MAINE,2014,47,,-,1,,4,,47,,34,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-68.98502952999962 45.2542257390005),,,MAINE
MARYLAND,2014,47,4,,1,,5,,74,,57,,,-,0,,2,,6,,10,,,-,0,,0,,,-,,-,POINT (-76.60925970899967 39.29058224000045),,,MARYLAND
CONNECTICUT,2014,47,,-,0,,3,,31,,33,,,-,0,,1,,2,,17,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266101800048),,,CONNECTICUT
NEW JERSEY,2014,47,,-,0,,4,,13,,64,,,-,0,,6,,52,,,-,,-,0,,0,,,-,,-,POINT (-74.27368565099965 40.13057159500045),,,NEW JERSEY
WEST VIRGINIA,2014,47,,-,0,,2,,7,,21,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-80.71263935099967 38.66551303900047),,,WEST VIRGINIA
OHIO,2014,47,5,,6,,15,,309,,356,,,-,0,,1,,7,,9,,,-,0,,0,,,-,,-,POINT (-82.40425685299965 40.06021184000048),,,OHIO
NORTH DAKOTA,2014,47,,-,1,,15,,122,,80,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-100.11842599699969 47.47531892900048),,,NORTH DAKOTA
WASHINGTON,2014,47,,-,0,,9,,57,,72,,,-,0,,2,,7,,9,,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.5222894470005),,,WASHINGTON
DELAWARE,2014,47,,-,0,,1,,4,,16,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,POINT (-75.57773943699965 39.00883059000046),,,DELAWARE
KENTUCKY,2014,47,1,,1,,6,,70,,66,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645970985000474),,,KENTUCKY
IDAHO,2014,47,1,,1,,14,,96,,140,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-114.3637261449997 43.68263160000049),,,IDAHO
CALIFORNIA,2014,47,,-,6,,16,,310,,272,,,-,1,,6,,63,,107,,,-,0,,0,,,-,,-,POINT (-120.99999889499969 37.63864203100047),,,CALIFORNIA
TENNESSEE,2014,47,,-,1,,6,,78,,83,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,POINT (-85.77448642199965 35.68094014000047),,,TENNESSEE
NORTH CAROLINA,2014,47,,-,0,,28,,123,,126,,,-,0,,2,,8,,13,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622096200048),,,NORTH CAROLINA
SOUTH CAROLINA,2014,47,1,,1,,4,,63,,91,,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882214300044),,,SOUTH CAROLINA
DIST. OF COL.,2014,49,,-,0,,1,,2,,13,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,,,,DIST. OF COL.
TEXAS,2014,47,4,,7,,37,,311,,339,,,-,0,,3,,17,,91,,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827240712000446),,,TEXAS
HAWAII,2014,47,,-,0,,2,,2,,1,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,POINT (-157.85774691599974 21.304853205000427),,,HAWAII
MISSISSIPPI,2014,47,,-,1,,4,,62,,47,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,POINT (-89.53802764499966 32.745512774000474),,,MISSISSIPPI
MINNESOTA,2014,47,,-,0,,7,,,-,305,,,-,0,,0,,,-,21,,,-,0,,0,,,-,1,,POINT (-94.79419697699967 46.35564575300049),,,MINNESOTA
LOUISIANA,2014,47,,-,3,,17,,210,,366,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312664106000454),,,LOUISIANA
MASSACHUSETTS,2014,47,,-,2,,9,,126,,118,,,-,0,,1,,10,,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687014100047),,,MASSACHUSETTS
MONTANA,2014,47,,-,1,,5,,60,,124,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.06652759400049),,,MONTANA
VERMONT,2014,47,,-,0,,7,,22,,25,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,POINT (-72.51763944499965 43.62538000100045),,,VERMONT
NEW YORK CITY,2014,47,1,,2,,7,,79,,70,,,-,0,,3,,30,,126,,,-,0,,0,,,-,1,,POINT (-74.00596858999967 40.71426755700048),,,NEW YORK CITY
VIRGINIA,2014,47,,-,2,,8,,114,,123,,,-,0,,3,,6,,19,,,-,0,,0,,,-,1,,POINT (-78.45788924199968 37.542682294000485),,,VIRGINIA
GEORGIA,2014,47,1,,4,,16,,217,,260,,,-,0,,1,,3,,9,,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968158500045),,,GEORGIA
PACIFIC,2014,47,,-,10,,25,,471,,607,,,-,1,,6,,78,,126,,,-,0,,0,,,-,,-,POINT (-90.74151604899964 38.48199730900046),,,PACIFIC
INDIANA,2014,47,,-,2,,9,,119,,130,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,POINT (-86.14995579899966 39.76691072200049),,,INDIANA
ALASKA,2014,47,,-,0,,1,,4,,5,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,POINT (-147.72205669099972 64.84507631500048),,,ALASKA
ILLINOIS,2014,47,,-,3,,9,,134,,247,,,-,0,,1,,3,,24,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501433000047),,,ILLINOIS
OREGON,2014,47,,-,2,,7,,98,,257,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.56745218600048),,,OREGON
UNITED STATES,2014,47,66,,114,,324,,7173,,8486,,,-,7,,24,,360,,783,,,-,0,,0,,,-,6,,POINT (-98.49999896099968 39.759995942000444),,,UNITED STATES
NEW HAMPSHIRE,2014,47,1,,0,,3,,31,,41,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,POINT (-71.50035726399966 43.65595081000049),,,NEW HAMPSHIRE
WISCONSIN,2014,47,2,,7,,32,,492,,455,,,-,0,,2,,6,,8,,,-,0,,0,,,-,,-,POINT (-89.81636715299965 44.393191877000504),,,WISCONSIN
MISSOURI,2014,47,,-,3,,13,,137,,194,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,POINT (-92.56629737199967 38.63579079900046),,,MISSOURI
OKLAHOMA,2014,47,1,,1,,10,,76,,71,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472031425000466),,,OKLAHOMA
UTAH,2014,47,,-,1,,5,,48,,85,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070082200047),,,UTAH
SOUTH DAKOTA,2014,47,,-,2,,9,,126,,152,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313049600046),,,SOUTH DAKOTA
SOUTH DAKOTA,2014,48,,-,3,,9,,141,,158,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,POINT (-100.37352915599996 44.35313004200003),,,SOUTH DAKOTA
UNITED STATES,2014,48,40,,114,,328,,7284,,8589,,,-,7,,18,,370,,801,,,-,0,,0,,,-,6,,,,,
NEW ENGLAND,2014,48,,-,5,,17,,285,,264,,,-,0,,3,,20,,33,,,-,0,,0,,,-,,-,,,,
MID. ATLANTIC,2014,48,9,,12,,33,,642,,788,,,-,2,,11,,109,,198,,,-,0,,0,,,-,2,,,,,
E.N. CENTRAL,2014,48,6,,21,,68,,1280,,1457,,,-,0,,3,,19,,64,,,-,0,,0,,,-,,-,,,,
W.N. CENTRAL,2014,48,,-,15,,39,,809,,2479,,,-,0,,1,,7,,35,,,-,0,,0,,,-,3,,,,,
S. ATLANTIC,2014,48,12,,26,,149,,2390,,1102,,,-,1,,8,,75,,207,,,-,0,,0,,,-,1,,,,,
DIST. OF COL.,2014,48,,-,0,,1,,2,,13,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,,,,DIST. OF COL.
E.S. CENTRAL,2014,48,1,,6,,17,,329,,335,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,,,,
W.S. CENTRAL,2014,48,7,,12,,46,,658,,835,,,-,0,,3,,22,,105,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,48,5,,8,,20,,412,,711,,,-,0,,10,,31,,11,,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,48,,-,10,,25,,479,,618,,,-,1,,6,,80,,132,,,-,0,,0,,,-,,-,,,,
AMER. SAMOA,2014,48,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,AMER. SAMOA
C.N.M.I.,2014,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,C.N.M.I.
VIRGIN ISL.,2014,48,,-,0,,0,,,-,,-,,-,0,,5,,1,,163,,,-,0,,0,,,-,5,,,,,VIRGIN ISL.
LOUISIANA,2014,48,,-,3,,17,,210,,368,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,POINT (-92.44567750499994 31.312663324000027),,,LOUISIANA
DELAWARE,2014,48,,-,0,,1,,4,,16,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,POINT (-75.57773597599999 39.00883389200004),,,DELAWARE
NEW HAMPSHIRE,2014,48,,-,0,,3,,32,,42,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,POINT (-71.50035697299995 43.65595283500005),,,NEW HAMPSHIRE
MAINE,2014,48,,-,1,,4,,47,,34,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-68.98502586699993 45.25422910300006),,,MAINE
NEW YORK CITY,2014,48,,-,2,,7,,79,,73,,,-,0,,3,,30,,126,,,-,0,,0,,,-,1,,POINT (-74.00596858999995 40.71426755700003),,,NEW YORK CITY
GEORGIA,2014,48,,-,4,,16,,217,,261,,,-,0,,1,,3,,9,,,-,0,,0,,,-,,-,POINT (-83.62757885599996 32.839683200000024),,,GEORGIA
PUERTO RICO,2014,48,,N,0,,0,,,N,,N,,-,8,,62,,442,,9369,,,-,0,,2,,2,,148,,POINT (-66.49988980099994 18.24828934900006),,,PUERTO RICO
WYOMING,2014,48,,-,0,,4,,21,,166,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-108.10982701399996 43.23554100600006),,,WYOMING
NORTH CAROLINA,2014,48,,-,0,,28,,123,,126,,,-,0,,2,,8,,13,,,-,0,,0,,,-,,-,POINT (-79.15924997399998 35.466220159000045),,,NORTH CAROLINA
MICHIGAN,2014,48,,-,4,,13,,217,,254,,,-,0,,0,,,-,16,,,-,0,,0,,,-,,-,POINT (-84.71438555599997 44.66132238800003),,,MICHIGAN
IDAHO,2014,48,1,,1,,14,,97,,142,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-114.36372693399994 43.68263174800006),,,IDAHO
NEW JERSEY,2014,48,,-,0,,4,,13,,64,,,-,0,,6,,53,,,-,,-,0,,0,,,-,,-,POINT (-74.27368796999997 40.130570807000026),,,NEW JERSEY
ARIZONA,2014,48,,-,1,,5,,40,,38,,,-,0,,10,,26,,1,,,-,0,,0,,,-,,-,POINT (-111.76380664699997 34.86597351900008),,,ARIZONA
KENTUCKY,2014,48,,-,1,,6,,70,,68,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496771599994 37.64597313300004),,,KENTUCKY
COLORADO,2014,48,3,,1,,5,,56,,91,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.13360911499996 38.84384342200008),,,COLORADO
WEST VIRGINIA,2014,48,,-,0,,2,,7,,21,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-80.71263755899997 38.66551127300005),,,WEST VIRGINIA
NEBRASKA,2014,48,,-,2,,9,,98,,146,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571888999998 41.64104362100005),,,NEBRASKA
MISSISSIPPI,2014,48,,-,1,,6,,64,,48,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,POINT (-89.53802722999995 32.745513440000025),,,MISSISSIPPI
NEW YORK,2014,48,4,,4,,14,,227,,230,,,-,0,,9,,20,,49,,,-,0,,0,,,-,1,,POINT (-75.54396609999998 42.82700376100007),,,NEW YORK
TEXAS,2014,48,6,,6,,37,,319,,346,,,-,0,,3,,18,,93,,,-,0,,0,,,-,,-,POINT (-99.42676785299994 31.827240467000024),,,TEXAS
UTAH,2014,48,1,,1,,5,,51,,85,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.58712831499997 39.36070123200005),,,UTAH
VIRGINIA,2014,48,,-,2,,8,,114,,126,,,-,0,,3,,6,,21,,,-,0,,0,,,-,1,,POINT (-78.45788932099998 37.542680705000066),,,VIRGINIA
INDIANA,2014,48,,-,2,,9,,119,,131,,,-,0,,1,,3,,6,,,-,0,,0,,,-,,-,POINT (-86.14995579899966 39.76691072200049),,,INDIANA
VERMONT,2014,48,,-,0,,7,,23,,25,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,POINT (-72.51763667599994 43.62538389600007),,,VERMONT
ALABAMA,2014,48,,-,2,,8,,115,,136,,,-,0,,1,,3,,5,,,-,0,,0,,,-,,-,POINT (-86.63185738799996 32.84057234800002),,,ALABAMA
IOWA,2014,48,,-,4,,13,,235,,1488,,,-,0,,1,,4,,,-,,-,0,,0,,,-,2,,POINT (-93.81648725599996 42.469401411000035),,,IOWA
ALASKA,2014,48,,-,0,,1,,4,,5,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,POINT (-147.72205958799998 64.84507799500005),,,ALASKA
RHODE ISLAND,2014,48,,-,0,,4,,15,,10,,,-,0,,1,,4,,9,,,-,0,,0,,,-,,-,POINT (-71.52246566099996 41.70828106100004),,,RHODE ISLAND
OKLAHOMA,2014,48,1,,1,,10,,77,,71,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472031425000466),,,OKLAHOMA
MASSACHUSETTS,2014,48,,-,2,,9,,128,,119,,,-,0,,1,,10,,,-,,-,0,,0,,,-,,-,POINT (-72.08268726299997 42.27687400000008),,,MASSACHUSETTS
MARYLAND,2014,48,1,,1,,5,,75,,61,,,-,0,,2,,6,,11,,,-,0,,0,,,-,,-,POINT (-76.60925984299996 39.290582950000044),,,MARYLAND
ILLINOIS,2014,48,,-,3,,9,,135,,252,,,-,0,,1,,3,,25,,,-,0,,0,,,-,,-,POINT (-88.99770922699997 40.48501223300008),,,ILLINOIS
FLORIDA,2014,48,11,,12,,123,,1784,,385,,,-,1,,5,,47,,143,,,-,0,,0,,,-,,-,POINT (-81.92895768899996 28.932042722000062),,,FLORIDA
MISSOURI,2014,48,,-,3,,13,,142,,200,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,POINT (-92.56629944499997 38.63579147100006),,,MISSOURI
MONTANA,2014,48,,-,1,,5,,61,,124,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,POINT (-109.42441587999997 47.06652795700006),,,MONTANA
TENNESSEE,2014,48,1,,1,,6,,80,,83,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,POINT (-85.77448666899994 35.68094072700006),,,TENNESSEE
MINNESOTA,2014,48,,-,0,,7,,,-,311,,,-,0,,0,,,-,21,,,-,0,,0,,,-,1,,POINT (-94.79419983199995 46.35564896600005),,,MINNESOTA
ARKANSAS,2014,48,,-,1,,12,,52,,50,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.74865329300047),,,ARKANSAS
HAWAII,2014,48,,-,0,,2,,2,,1,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,POINT (-157.85774691599974 21.304853205000427),,,HAWAII
NORTH DAKOTA,2014,48,,-,1,,16,,133,,80,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-100.11842789099995 47.475318609000055),,,NORTH DAKOTA
WISCONSIN,2014,48,,-,7,,32,,494,,459,,,-,0,,2,,6,,8,,,-,0,,0,,,-,,-,POINT (-89.81636640199997 44.39319064600005),,,WISCONSIN
OHIO,2014,48,6,,5,,15,,315,,361,,,-,0,,1,,7,,9,,,-,0,,0,,,-,,-,POINT (-82.40425667899996 40.060212455000055),,,OHIO
CONNECTICUT,2014,48,,-,1,,3,,40,,34,,,-,0,,1,,2,,17,,,-,0,,0,,,-,,-,POINT (-72.64983977999998 41.56266070000004),,,CONNECTICUT
CALIFORNIA,2014,48,,-,6,,17,,315,,276,,,-,1,,6,,63,,112,,,-,0,,0,,,-,,-,POINT (-120.99999644699994 37.63864210000003),,,CALIFORNIA
KANSAS,2014,48,,-,1,,4,,60,,96,,,-,0,,1,,1,,7,,,-,0,,0,,,-,,-,POINT (-98.20077822999997 38.347742794000055),,,KANSAS
NEW MEXICO,2014,48,,-,1,,7,,72,,45,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.24057817299996 34.52088149400004),,,NEW MEXICO
WASHINGTON,2014,48,,-,0,,9,,57,,72,,,-,0,,2,,9,,10,,,-,0,,0,,,-,,-,POINT (-120.47002813699999 47.52228790000004),,,WASHINGTON
NEVADA,2014,48,,-,0,,2,,14,,20,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,POINT (-117.07183885899997 39.49324221300003),,,NEVADA
PENNSYLVANIA,2014,48,5,,6,,15,,323,,421,,,-,0,,1,,6,,23,,,-,0,,0,,,-,,-,POINT (-77.86069690799997 40.79373362300004),,,PENNSYLVANIA
GUAM,2014,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (144.73149801400007 13.480998894000038),,,GUAM
SOUTH CAROLINA,2014,48,,-,1,,4,,64,,93,,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882214300044),,,SOUTH CAROLINA
UNITED STATES,2014,49,49,,114,,329,,7365,,8701,,,-,7,,18,,387,,814,,,-,0,,0,,,-,6,,,,,
NEW ENGLAND,2014,49,1,,5,,17,,286,,266,,,-,0,,3,,20,,33,,,-,0,,0,,,-,,-,,,,
MID. ATLANTIC,2014,49,10,,12,,33,,650,,799,,,-,2,,8,,114,,202,,,-,0,,0,,,-,2,,,,,
E.S. CENTRAL,2014,49,1,,6,,17,,334,,339,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,,,,
W.S. CENTRAL,2014,49,3,,12,,46,,663,,848,,,-,0,,3,,26,,106,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,49,2,,8,,20,,415,,720,,,-,0,,10,,31,,11,,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,49,1,,10,,25,,486,,636,,,-,1,,6,,80,,137,,,-,0,,0,,,-,,-,,,,
AMER. SAMOA,2014,49,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,AMER. SAMOA
C.N.M.I.,2014,49,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,C.N.M.I.
VIRGIN ISL.,2014,49,,-,0,,0,,,-,,-,,-,0,,5,,1,,163,,,-,0,,0,,,-,5,,,,,VIRGIN ISL.
UTAH,2014,49,1,,1,,5,,52,,85,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.58712831499997 39.36070123200005),,,UTAH
TEXAS,2014,49,1,,7,,37,,322,,354,,,-,0,,3,,22,,94,,,-,0,,0,,,-,,-,POINT (-99.42676785299994 31.827240467000024),,,TEXAS
MAINE,2014,49,,-,1,,4,,47,,34,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-68.98502586699993 45.25422910300006),,,MAINE
ALASKA,2014,49,,-,0,,1,,4,,5,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,POINT (-147.72205958799998 64.84507799500005),,,ALASKA
RHODE ISLAND,2014,49,,-,0,,4,,15,,10,,,-,0,,1,,4,,9,,,-,0,,0,,,-,,-,POINT (-71.52246566099996 41.70828106100004),,,RHODE ISLAND
KENTUCKY,2014,49,,-,1,,6,,70,,69,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496771599994 37.64597313300004),,,KENTUCKY
NORTH CAROLINA,2014,49,,-,0,,28,,123,,126,,,-,0,,2,,8,,13,,,-,0,,0,,,-,,-,POINT (-79.15924997399998 35.466220159000045),,,NORTH CAROLINA
FLORIDA,2014,49,20,,12,,123,,1804,,390,,,-,1,,4,,50,,144,,,-,0,,0,,,-,,-,POINT (-81.92895768899996 28.932042722000062),,,FLORIDA
SOUTH CAROLINA,2014,49,,-,1,,4,,64,,94,,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,POINT (-81.04536596899999 33.99882216300006),,,SOUTH CAROLINA
ILLINOIS,2014,49,,-,3,,9,,137,,254,,,-,0,,1,,3,,25,,,-,0,,0,,,-,,-,POINT (-88.99770922699997 40.48501223300008),,,ILLINOIS
MISSOURI,2014,49,3,,3,,13,,146,,202,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,POINT (-92.56629944499997 38.63579147100006),,,MISSOURI
WISCONSIN,2014,49,,-,7,,32,,494,,464,,,-,0,,2,,6,,8,,,-,0,,0,,,-,,-,POINT (-89.81636640199997 44.39319064600005),,,WISCONSIN
TENNESSEE,2014,49,,-,1,,6,,83,,83,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,POINT (-85.77448666899994 35.68094072700006),,,TENNESSEE
NEVADA,2014,49,,-,0,,2,,14,,20,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,POINT (-117.07183885899997 39.49324221300003),,,NEVADA
WASHINGTON,2014,49,,-,0,,9,,57,,75,,,-,0,,2,,9,,12,,,-,0,,0,,,-,,-,POINT (-120.47002813699999 47.52228790000004),,,WASHINGTON
VERMONT,2014,49,1,,0,,7,,24,,25,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,POINT (-72.51763667599994 43.62538389600007),,,VERMONT
IDAHO,2014,49,,-,1,,14,,97,,146,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-114.36372693399994 43.68263174800006),,,IDAHO
PUERTO RICO,2014,49,,N,0,,0,,,N,,N,,-,7,,62,,442,,9431,,,-,0,,2,,2,,149,,POINT (-66.49988980099994 18.24828934900006),,,PUERTO RICO
